Unique ID,Batch ID,Recipe Name,Batch Start Time,Batch End Time,Duration,Dosing Accuracy,Production Line,ASA-D to Melt Tank (kg),NaOH to Melt Tank (kg),EDTA to Hold Tank (kg),EHDP to Hold Tank (kg),Betaine (kg),AOS (kg),Soap to Mixer (kg),Brine (kg),Mixture TO Mixer (kg),FC AITD (kg),FC Water (kg),DPG Dosage (kg),"Melt Temp, (max) (ｰC)",NaOH %CV (average),Average Naoh flow rate (kg/min),Batch time [min],Rework Used (kg),Average Mixture flow rate,F/C temperature,F/C temperature (Max) (ｰC),Mixture Pump speed (average) (%),Mixture Source,Total Preps Charge Time,F/C Time,Dry Time (after Mixture-Transfer to),Total mixer cycle time,Temp after FC (ｰC) (after Steam Out),Temp at end of mix time (ｰC),Temp at drop (ｰC),Mixture mixer agitator speed,Amps at end of mix time ,Load after FC (Amps) (after Steam Out),Mixer Water Addition,Mixer Air Flow In Average,Glycol Outlet Temp (ｰC),Roll Speed (RPM),Glycol Flow  (mｳ/h),Glycol Valve Output (%),Free fatty acid,Active,Approved,Speed (rpm)+D56,Average Head Pressure (bar),Color L,Color A,Color B,pH,Moisture
4215,A2-11,Recipe_A,2019-05-13 09:41:22,2019-05-13 12:56:51,195.48,0.27,LINE_2,527.5,38.53,2.1,0.95,333.52,,335.29,,2940.0,201.6,214.2,,117.29,21.99,4.78,67.75,352.0,157.08,186.54,213.67,52.37,A1_STRIPPER_OUT,10.17,18.67,12.65,59.47,119.91,115.92,115.41,85.0,127.32,123.44,,13.35,16.04,-4.91,3.57,37.82,,27.21,YES,26.95,0.0,5.21,89.34,760.0,4.87,7.16
4216,A2-12,Recipe_A,2019-05-13 10:49:07,2019-05-13 14:16:41,207.57,0.3,LINE_2,529.5,38.46,2.11,0.95,332.92,,335.42,,2962.0,206.4,218.2,,118.25,21.75,4.78,96.2,349.5,127.22,187.92,208.22,56.89,A2_STRIPPER_OUT,10.08,23.28,13.13,67.63,118.81,115.78,116.48,85.0,120.35,124.75,,11.08,14.83,-3.72,3.57,38.34,,26.79,YES,27.06,5.66,5.24,88.34,650.0,4.773,7.1
4217,A2-13,Recipe_A,2019-05-13 12:25:19,2019-05-13 16:00:07,214.8,0.48,LINE_2,531.0,38.48,2.13,0.95,331.58,,334.98,,2935.0,202.2,214.9,,123.69,21.22,4.79,72.45,342.0,132.97,202.97,223.37,44.59,A1_STRIPPER_OUT,10.0,22.0,12.7,68.02,119.34,115.25,119.36,85.0,127.06,124.61,,9.53,15.54,-4.66,3.57,37.74,,26.39,YES,27.53,6.4,5.97,88.8,670.0,4.822,7.04
4218,A2-14,Recipe_A,2019-05-13 13:37:46,2019-05-13 17:16:26,218.67,0.23,LINE_2,528.5,38.44,2.08,0.95,329.73,,335.29,,2964.0,205.8,218.1,,117.23,20.89,4.79,103.38,355.0,127.18,172.96,190.51,56.9,A2_STRIPPER_OUT,10.03,23.32,12.6,65.0,119.19,115.44,116.43,85.0,122.86,121.39,,12.85,11.0,-4.42,3.97,38.28,,26.51,YES,27.1,5.07,5.55,88.7,980.0,4.817,7.14
4219,A2-15,Recipe_A,2019-05-13 15:33:36,2019-05-13 18:28:34,174.97,0.53,LINE_2,525.5,38.62,2.09,0.95,326.37,,335.04,,2940.0,203.4,213.8,,119.12,21.29,4.76,66.37,347.5,156.85,192.43,210.39,52.36,A1_STRIPPER_OUT,10.17,18.75,12.68,65.17,119.63,115.59,117.12,85.0,125.93,125.17,,13.35,13.49,-3.12,3.97,38.18,,26.19,YES,28.05,6.11,5.02,88.18,760.0,4.793,7.13
4220,A2-16,Recipe_A,2019-05-13 16:39:59,2019-05-13 19:50:49,190.83,0.25,LINE_2,527.5,38.48,2.11,0.95,329.05,,335.42,,2938.0,206.0,219.4,,120.9,20.92,4.8,71.15,352.5,129.13,186.4,211.25,56.8,A2_STRIPPER_OUT,10.07,22.92,13.28,57.8,118.18,115.83,116.31,85.0,118.25,120.28,,12.89,15.84,-2.99,4.16,38.4,,26.11,YES,27.45,6.29,5.19,88.21,-1090.0,4.84,7.0
4221,A2-17,Recipe_A,2019-05-13 17:51:08,2019-05-13 20:58:14,187.1,0.43,LINE_2,533.0,38.49,2.08,0.95,328.53,,334.92,,2965.0,202.4,213.2,,122.44,20.64,4.8,89.32,345.0,159.67,159.91,203.29,52.54,A1_STRIPPER_OUT,10.1,18.75,12.82,57.45,120.2,116.07,115.7,85.0,127.48,124.18,,12.94,13.45,-2.08,4.16,38.83,,27.18,YES,26.98,5.41,5.26,88.19,-1010.0,4.718,7.16
4222,A2-18,Recipe_A,2019-05-13 19:24:22,2019-05-13 22:35:52,191.5,0.11,LINE_2,528.5,38.52,2.1,0.95,329.42,,334.92,,2930.0,205.8,219.2,,119.66,21.62,4.97,66.83,347.0,127.34,172.48,191.67,56.84,A2_STRIPPER_OUT,10.13,23.05,33.0,80.32,117.89,115.92,116.34,85.0,117.88,119.29,,14.11,17.03,-4.52,4.16,46.25,,27.59,YES,28.11,6.44,5.3,88.94,750.0,4.7410000000000005,7.11
4223,A2-01,Recipe_A,2019-05-13 20:47:32,2019-05-13 23:49:37,182.08,0.53,LINE_2,530.0,38.46,2.1,0.95,323.15,,335.23,,2945.0,201.0,213.5,,116.76,22.01,4.79,61.87,352.5,160.09,180.15,206.44,52.21,A1_STRIPPER_OUT,11.25,18.68,12.65,55.45,120.25,116.31,116.06,85.0,128.85,123.03,,13.26,7.44,-4.15,3.77,38.69,,26.61,YES,39.33,4.71,5.83,88.65,730.0,4.717,7.05
4224,A2-02,Recipe_A,2019-05-13 22:31:27,2019-05-14 02:00:31,209.07,0.43,LINE_2,532.0,38.53,2.08,0.95,327.73,,335.36,,2952.0,206.6,219.0,,117.12,21.98,4.79,61.38,353.0,129.38,169.71,187.88,56.84,A2_STRIPPER_OUT,11.8,23.0,22.12,125.95,118.09,115.92,112.57,85.0,120.19,123.11,,13.57,19.61,-4.6,3.77,37.29,,26.89,YES,28.39,6.81,5.67,88.86,750.0,4.74,6.98
4225,A2-03,Recipe_A,2019-05-13 23:32:50,2019-05-14 03:15:02,222.2,0.18,LINE_2,527.5,38.59,2.1,0.95,329.8,,335.73,,2986.0,207.0,218.0,,121.97,22.14,4.78,65.17,351.0,138.15,198.76,210.79,56.63,A2_STRIPPER_OUT,9.98,21.62,12.87,69.58,118.47,115.83,116.23,85.0,121.44,122.44,,13.09,18.5,-3.56,3.77,37.64,,26.73,YES,27.96,0.0,5.83,89.92,820.0,4.8069999999999995,7.07
4226,A2-04,Recipe_A,2019-05-14 00:38:00,2019-05-14 04:44:13,246.22,0.31,LINE_2,527.0,38.44,2.08,0.95,330.72,,335.36,,2975.0,206.4,213.9,,117.97,22.32,4.78,114.08,352.5,176.97,186.44,211.92,53.54,A1_STRIPPER_OUT,9.93,17.08,12.77,69.07,119.72,115.97,115.76,85.0,128.48,122.59,,13.41,17.08,-4.21,3.77,37.04,,27.06,YES,28.68,0.0,5.5,89.62,880.0,4.746,7.29
4227,A2-05,Recipe_A,2019-05-14 02:32:05,2019-05-14 05:38:35,186.5,0.81,LINE_2,531.0,38.59,2.17,0.95,328.75,,335.04,,16776400.0,184.2,209.2,,122.15,22.4,4.78,91.05,351.0,898598.49,180.12,225.88,44.93,A1_STRIPPER_OUT,9.22,19.07,12.6,54.37,116.02,115.78,115.69,85.0,127.14,125.72,,12.95,12.7,-4.86,3.77,38.44,,26.57,YES,27.34,4.73,5.48,90.12,950.0,4.836,7.06
4228,A2-06,Recipe_A,2019-05-14 04:03:08,2019-05-14 07:11:38,188.5,0.3,LINE_2,526.5,38.56,2.09,0.95,328.25,,335.23,,2934.0,204.8,219.0,,121.64,22.38,4.78,74.85,348.5,132.11,177.47,209.33,56.62,A2_STRIPPER_OUT,9.97,22.4,13.0,92.78,117.85,115.78,115.85,85.0,118.11,118.65,,5.85,16.59,-4.61,3.77,37.85,,27.69,YES,28.1,6.54,5.49,89.56,-1410.0,4.831,7.04
4229,A2-07,Recipe_A,2019-05-14 05:17:59,2019-05-14 08:31:21,193.37,0.34,LINE_2,531.0,38.4,2.11,0.95,327.27,,335.23,,2980.0,203.6,213.1,,121.32,32.82,3.67,67.17,349.5,161.67,164.56,198.97,52.01,A1_STRIPPER_OUT,10.08,18.78,12.65,60.48,120.39,116.45,115.03,85.0,127.04,124.7,,11.68,14.73,-4.19,3.77,37.44,,27.97,YES,28.26,6.04,5.0,88.25,-1270.0,4.867,7.07
4230,A2-08,Recipe_A,2019-05-14 06:25:09,2019-05-14 09:54:27,209.3,0.35,LINE_2,528.5,38.45,2.1,0.95,325.08,,335.48,,3004.0,206.2,217.7,,117.24,22.85,4.77,96.68,349.0,128.18,191.06,215.49,56.78,A2_STRIPPER_OUT,10.1,23.57,13.47,59.23,118.52,115.68,116.32,85.0,121.87,125.36,,12.96,15.19,-4.74,3.77,37.23,,27.91,YES,26.76,6.78,4.94,88.24,940.0,4.863,7.12
4231,A2-09,Recipe_A,2019-05-14 08:01:50,2019-05-14 11:12:51,191.02,0.24,LINE_2,527.0,38.44,2.08,0.95,330.67,,334.86,,2925.0,200.6,213.5,,117.38,22.51,4.77,83.5,349.5,159.78,185.96,211.18,52.03,A1_STRIPPER_OUT,10.12,18.57,13.77,57.7,119.91,115.83,116.36,85.0,129.81,124.78,,13.18,16.91,-3.85,3.77,36.91,,26.27,YES,27.11,6.28,4.93,88.04,930.0,4.835,7.09
4232,A2-10,Recipe_A,2019-05-14 09:29:48,2019-05-14 12:29:49,180.02,0.27,LINE_2,531.5,38.49,2.1,0.95,326.63,,334.92,,2942.0,205.6,218.4,,117.36,21.93,4.79,73.52,348.0,127.98,178.25,205.34,56.83,A2_STRIPPER_OUT,10.17,23.07,13.0,58.43,118.38,116.02,116.53,85.0,119.89,119.56,,13.34,18.2,-3.94,3.77,37.42,,26.99,YES,27.66,6.39,5.0,88.59,970.0,4.832,7.09
4233,A2-11,Recipe_A,2019-05-14 10:43:19,2019-05-14 13:47:24,184.08,0.35,LINE_2,528.0,38.44,2.12,0.95,328.53,,335.48,,2940.0,202.6,213.8,,116.88,21.61,4.78,76.0,352.0,159.67,171.14,198.83,52.13,A1_STRIPPER_OUT,10.03,18.63,12.63,55.47,121.5,117.27,116.75,85.0,125.09,121.91,,13.48,20.46,-4.14,3.77,37.68,,27.65,YES,28.27,6.12,5.16,89.06,890.0,4.862,7.1
4234,A2-12,Recipe_A,2019-05-14 11:59:20,2019-05-14 15:02:15,182.92,0.53,LINE_2,526.5,38.56,2.07,0.95,333.53,,334.86,,2954.0,204.8,218.6,,117.81,21.16,4.79,95.98,347.5,137.16,186.82,209.48,56.67,A2_STRIPPER_OUT,9.97,21.65,12.65,58.75,118.57,115.92,116.69,85.0,121.01,121.37,,13.01,18.33,-4.79,3.77,38.32,,27.36,YES,26.71,5.73,5.48,88.95,900.0,4.76,7.07
4235,A2-13,Recipe_A,2019-05-14 13:35:19,2019-05-14 16:15:27,160.13,0.34,LINE_2,528.5,38.63,2.11,0.95,327.5,,334.86,,2978.0,205.2,218.6,,116.85,21.6,4.79,64.2,344.5,130.23,166.86,189.91,56.73,A2_STRIPPER_OUT,10.25,23.0,12.68,61.23,118.28,115.97,116.38,85.0,121.61,121.93,,12.86,17.0,-4.63,3.77,39.56,,27.3,YES,24.84,2.61,5.47,88.91,830.0,4.762,7.08
4236,A2-14,Recipe_A,2019-05-14 15:35:38,2019-05-14 18:02:04,146.43,0.24,LINE_2,527.5,38.42,2.1,0.95,327.3,,335.36,,2950.0,205.2,218.5,,116.95,21.07,4.8,65.08,353.5,137.63,165.49,191.76,56.84,A2_STRIPPER_OUT,10.43,21.62,12.6,60.15,118.33,115.88,116.46,85.0,122.54,124.6,,12.72,19.6,-5.5,3.77,37.66,,26.96,YES,26.44,6.35,6.08,88.95,890.0,4.7780000000000005,7.09
4237,A2-15,Recipe_A,2019-05-14 16:40:43,2019-05-14 19:19:16,158.55,0.24,LINE_2,528.0,38.57,2.09,0.95,331.83,,335.29,,2908.0,202.0,218.1,,117.2,21.67,4.78,70.42,350.5,129.53,175.38,204.23,56.6,A2_STRIPPER_OUT,10.15,22.6,13.52,58.37,118.18,115.73,116.38,85.0,121.62,123.61,,12.98,18.02,-4.36,3.77,37.11,,27.63,YES,27.37,6.01,5.73,89.52,870.0,4.781000000000001,7.0
4238,A2-16,Recipe_A,2019-05-14 17:51:08,2019-05-14 21:04:55,193.78,0.35,LINE_2,528.0,38.52,2.07,0.95,329.73,,335.36,,2968.0,206.6,218.4,,117.35,21.75,4.77,68.83,350.0,139.52,184.55,199.47,56.69,A2_STRIPPER_OUT,10.02,21.35,13.98,58.83,117.89,115.83,116.2,85.0,124.41,124.13,,13.3,15.11,-4.9,3.77,36.92,,27.47,YES,26.89,0.0,5.93,89.59,750.0,4.805,7.04
4239,A2-01,Recipe_A,2019-05-14 19:20:02,2019-05-14 22:27:43,187.68,0.37,LINE_2,526.5,38.52,2.12,0.95,329.32,,334.92,,2940.0,203.6,217.9,,117.21,21.03,4.78,73.28,347.5,130.51,175.77,201.31,56.57,A2_STRIPPER_OUT,9.98,22.68,12.62,64.7,117.75,115.92,116.34,85.0,123.09,122.41,,12.62,12.58,-5.14,3.77,36.85,,27.39,YES,26.08,4.64,5.98,89.71,900.0,4.812,6.98
4240,A2-02,Recipe_A,2019-05-14 21:38:59,2019-05-15 00:11:04,152.08,0.25,LINE_2,531.0,38.44,2.09,0.95,330.73,,334.92,,2980.0,206.6,218.1,,121.94,22.87,4.76,64.08,353.0,136.5,180.37,196.61,56.65,A2_STRIPPER_OUT,13.8,21.83,12.65,65.15,118.18,115.83,116.27,85.0,123.15,123.51,,12.56,15.64,-5.21,3.77,37.99,,26.76,YES,26.88,0.0,5.7,88.85,-1020.0,4.69,7.05
4241,A2-03,Recipe_A,2019-05-14 22:43:04,2019-05-15 01:13:57,150.88,0.16,LINE_2,530.0,38.46,2.1,0.95,328.68,,335.11,,2958.0,205.2,218.1,,122.39,24.0,4.95,73.07,353.5,129.53,174.24,200.65,56.82,A2_STRIPPER_OUT,12.07,22.92,12.63,61.98,118.04,115.92,116.08,85.0,123.47,121.09,,13.26,16.19,-5.11,3.77,38.33,,28.57,YES,26.7,0.0,6.45,89.27,-1760.0,3.62,6.92
4242,A2-003,Recipe_A,2019-05-14 23:56:08,2019-05-15 02:53:32,177.4,0.28,LINE_2,531.0,38.51,2.09,0.95,328.8,,334.86,,2974.0,206.2,218.3,,119.68,23.03,4.78,76.3,348.5,137.89,162.0,204.95,56.66,A2_STRIPPER_OUT,9.93,21.65,13.3,57.58,117.89,115.97,116.39,85.0,119.39,121.52,,13.39,18.15,-4.47,3.77,37.3,,27.49,YES,26.51,0.0,5.93,90.1,-1000.0,4.76,7.01
4243,A2-04,Recipe_A,2019-05-15 01:12:27,2019-05-15 03:51:42,159.25,0.45,LINE_2,529.5,38.49,2.14,0.95,329.45,,335.11,,2954.0,204.4,218.1,,121.96,23.37,4.79,70.2,345.5,130.22,174.5,201.33,56.63,A2_STRIPPER_OUT,10.25,22.78,13.05,58.17,117.75,115.88,115.99,85.0,121.07,122.69,,13.38,16.79,-4.63,3.77,38.18,,26.26,YES,26.06,0.0,6.0,90.25,750.0,4.7,7.05
4244,A2-05,Recipe_A,2019-05-15 02:22:39,2019-05-15 05:38:05,195.43,0.45,LINE_2,529.0,38.57,2.08,0.95,326.02,,335.48,,2990.0,208.0,218.5,,123.31,24.25,4.76,65.82,348.0,124.91,175.97,207.44,51.15,A2_STRIPPER_OUT,10.02,24.38,12.98,58.88,118.09,115.92,116.53,85.0,121.16,124.87,,12.53,17.28,-4.34,3.77,37.54,,27.35,YES,25.6,0.0,5.59,89.01,910.0,4.694,7.04
4245,A2-06,Recipe_A,2019-05-15 03:28:28,2019-05-15 06:57:41,209.22,0.56,LINE_2,528.0,38.48,2.14,0.95,326.45,,335.11,,2984.0,205.6,217.7,,117.53,24.4,4.76,96.15,350.0,129.71,176.5,201.45,56.71,A2_STRIPPER_OUT,9.93,23.1,12.95,72.92,118.04,116.12,115.28,85.0,119.13,122.13,,8.19,17.18,-4.73,3.77,38.15,,27.32,YES,26.04,5.35,5.45,89.11,940.0,4.7010000000000005,7.08
4246,A2-07,Recipe_A,2019-05-15 05:04:37,2019-05-15 08:34:21,209.73,0.38,LINE_2,532.5,38.49,2.11,0.95,326.78,,335.11,,2990.0,207.2,218.0,,116.89,23.3,4.76,65.53,347.0,139.0,185.18,203.39,56.51,A2_STRIPPER_OUT,11.08,21.65,13.5,63.63,118.38,115.83,116.79,85.0,119.22,120.98,,11.59,18.3,-4.96,3.77,37.07,,27.72,YES,27.38,0.0,5.08,90.08,960.0,4.694,7.13
4247,A2-08,Recipe_A,2019-05-15 06:21:30,2019-05-15 09:57:08,215.63,0.3,LINE_2,530.5,38.54,2.1,0.95,333.73,,335.11,,2960.0,203.8,218.5,,117.29,23.77,4.76,95.55,352.5,132.03,187.81,212.92,56.69,A2_STRIPPER_OUT,10.05,22.57,12.9,57.95,117.85,115.78,116.28,85.0,118.78,122.55,,13.43,17.32,-4.39,3.77,38.11,,27.12,YES,27.0,5.94,5.14,89.86,750.0,4.736000000000001,7.14
4248,A2-09,Recipe_A,2019-05-15 09:36:29,2019-05-15 11:50:50,134.35,0.35,LINE_2,528.5,38.48,2.08,0.95,327.63,,334.86,,2976.0,207.6,218.5,,116.75,23.51,4.78,63.98,349.5,136.86,157.65,193.23,56.49,A2_STRIPPER_OUT,10.23,21.82,12.63,59.17,118.04,115.88,115.99,85.0,121.93,122.04,,14.0,16.42,-4.78,3.77,36.8,,27.5,YES,25.97,5.4,5.62,89.12,760.0,4.687,6.97
4249,A2-10,Recipe_A,2019-05-15 11:14:45,2019-05-15 13:12:57,118.2,0.35,LINE_2,526.0,38.44,2.11,0.95,332.83,,335.11,,2960.0,204.0,217.9,,118.56,23.14,4.76,54.8,4.5,129.09,157.98,176.08,56.77,A2_STRIPPER_OUT,10.47,23.05,12.77,61.58,117.37,115.3,115.6,85.0,116.01,115.39,,13.29,15.94,-4.44,3.77,38.29,,27.97,YES,26.05,5.47,5.5,90.17,990.0,4.684,7.05
4250,A2-11,Recipe_A,2019-05-15 12:31:12,2019-05-15 15:40:29,189.28,0.41,LINE_2,527.5,38.62,2.09,0.95,334.67,,335.04,,3004.0,208.0,217.3,,117.16,22.86,4.79,64.82,349.0,136.02,171.57,201.37,56.77,A2_STRIPPER_OUT,10.0,22.2,12.6,66.05,118.47,115.97,117.47,85.0,120.22,123.92,,10.57,17.88,-4.77,3.77,44.61,,26.76,YES,25.39,6.79,5.32,88.02,970.0,4.718999999999999,7.1
4251,A2-12,Recipe_A,2019-05-15 13:36:34,2019-05-15 16:59:07,202.55,0.24,LINE_2,529.0,38.52,2.09,0.95,331.33,,335.73,,2936.0,204.2,218.5,,118.49,22.68,4.78,82.68,345.5,126.23,197.27,209.81,56.63,A2_STRIPPER_OUT,9.97,23.27,12.62,71.52,118.14,115.92,116.2,85.0,121.89,126.47,,12.81,14.25,-4.6,3.77,45.57,,27.69,YES,27.19,4.76,5.41,88.64,-1150.0,4.6739999999999995,7.03
4252,A2-13,Recipe_A,2019-05-15 14:59:15,2019-05-15 18:42:29,223.23,0.21,LINE_2,528.5,38.46,2.1,0.95,326.82,,334.98,,2998.0,208.6,218.3,,116.95,22.95,4.76,73.22,351.5,135.18,169.88,195.95,56.63,A2_STRIPPER_OUT,9.92,22.2,12.62,59.88,118.57,115.35,115.84,85.0,120.88,122.01,,12.43,17.79,-4.72,3.77,44.69,,27.69,YES,26.94,6.97,5.18,89.01,-1160.0,4.676,7.08
4253,A2-14,Recipe_A,2019-05-15 16:15:17,2019-05-15 19:55:37,220.33,0.21,LINE_2,527.5,38.47,2.11,0.95,331.57,,335.23,,2990.0,207.8,218.5,,117.54,22.62,4.78,114.62,349.0,127.91,199.03,210.9,56.84,A2_STRIPPER_OUT,9.95,23.35,12.77,60.88,118.57,115.73,116.34,85.0,122.01,124.95,,13.08,17.11,-4.93,3.77,45.83,,27.76,YES,27.58,6.8,5.2,88.88,-1110.0,4.663,7.06
4254,A2-15,Recipe_A,2019-05-15 18:09:54,2019-05-15 21:40:22,210.47,0.48,LINE_2,530.0,38.44,2.14,0.95,330.9,,335.17,,2976.0,206.6,218.5,,116.78,22.98,4.77,69.88,354.0,139.73,175.89,200.0,56.64,A2_STRIPPER_OUT,9.87,21.37,12.63,56.35,118.09,115.78,116.13,85.0,119.02,121.41,,13.58,16.83,-4.62,3.77,45.21,,27.82,YES,26.75,6.2,5.28,89.42,-1010.0,4.675,7.03
4255,A2-01,Recipe_A,2019-05-15 19:19:47,2019-05-15 23:04:31,224.73,0.25,LINE_2,527.0,38.52,2.12,0.95,331.23,,334.98,,2938.0,203.8,217.8,,117.48,22.74,4.77,116.92,352.0,129.77,182.2,208.45,56.66,A2_STRIPPER_OUT,9.95,22.67,13.03,68.73,118.42,115.83,116.02,85.0,122.56,124.16,,12.24,17.05,-3.93,3.77,38.77,,26.43,YES,25.96,0.0,6.05,90.37,-1030.0,4.748,7.05
4256,A2-02,Recipe_A,2019-05-15 21:23:41,2019-05-16 00:49:47,206.1,0.48,LINE_2,529.0,38.53,2.07,0.95,334.42,,335.17,,2992.0,207.6,217.9,,118.07,23.63,4.97,62.57,354.5,135.73,155.75,180.0,56.67,A2_STRIPPER_OUT,10.18,22.17,12.62,57.4,118.18,115.25,116.08,85.0,126.76,126.85,,12.65,14.7,-3.57,3.77,37.28,,27.95,YES,26.11,0.0,4.97,90.15,-1020.0,4.672,7.12
4257,A2-03,Recipe_A,2019-05-15 22:27:31,2019-05-16 02:00:47,213.27,0.31,LINE_2,527.0,38.48,2.11,0.95,332.97,,335.11,,2942.0,204.6,217.0,,119.2,24.33,4.94,120.37,349.5,127.49,181.25,210.17,56.71,A2_STRIPPER_OUT,10.15,23.3,12.65,68.15,118.09,115.64,117.15,85.0,122.79,123.96,,11.09,14.74,0.45,3.77,38.24,,27.65,YES,27.45,5.73,4.77,89.52,-1120.0,4.638999999999999,7.14
4258,A2-04,Recipe_A,2019-05-16 00:27:53,2019-05-16 03:40:11,192.3,0.27,LINE_2,527.0,38.54,2.1,0.95,332.0,,336.11,,3014.0,209.0,217.3,,116.94,22.77,4.78,61.7,346.5,135.58,189.95,206.75,56.72,A2_STRIPPER_OUT,10.03,22.45,12.62,61.4,118.57,115.16,115.66,85.0,128.5,128.03,,13.08,13.73,0.02,3.77,37.72,,27.57,YES,28.21,5.45,5.12,89.32,-1110.0,4.6739999999999995,7.11
4259,A2-05,Recipe_A,2019-05-16 01:29:35,2019-05-16 04:38:31,188.93,0.34,LINE_2,528.5,38.43,2.11,0.95,332.77,,334.92,,2976.0,207.0,218.3,,118.86,23.09,4.77,100.2,353.5,127.62,178.2,209.18,56.82,A2_STRIPPER_OUT,10.12,23.55,12.97,58.33,117.99,115.88,116.35,85.0,123.02,126.62,,13.29,11.36,1.91,3.77,38.28,,27.75,YES,27.92,5.32,4.96,89.51,-1270.0,4.6610000000000005,7.08
4260,A2-06,Recipe_A,2019-05-16 03:27:39,2019-05-16 06:31:14,183.58,0.51,LINE_2,527.0,38.52,2.06,0.95,329.47,,335.54,,2964.0,206.0,218.3,,117.2,24.03,4.75,72.38,347.5,140.34,159.05,180.81,56.46,A2_STRIPPER_OUT,10.05,21.23,12.62,71.45,118.04,115.73,116.05,85.0,121.29,125.91,,10.74,14.97,-2.48,3.77,37.72,,27.23,YES,26.3,6.27,5.08,88.17,-1250.0,4.809,7.04
4261,A2-07,Recipe_A,2019-05-16 04:40:02,2019-05-16 07:51:17,191.23,0.68,LINE_2,531.5,38.52,2.14,0.95,325.48,,335.54,,2922.0,202.4,217.7,,119.41,24.49,4.94,103.13,350.5,130.99,166.42,194.35,56.52,A2_STRIPPER_OUT,10.08,22.35,12.82,58.53,117.85,115.83,115.97,85.0,119.09,120.25,,12.95,20.32,-4.74,3.77,38.49,,27.12,YES,26.99,0.0,5.19,88.0,-1140.0,4.81,7.2
4262,A2-08,Recipe_A,2019-05-16 06:23:10,2019-05-16 09:55:37,212.45,0.43,LINE_2,531.5,38.6,2.12,0.95,331.38,,335.11,,2988.0,207.2,217.4,,118.81,25.16,4.94,111.83,348.0,136.45,186.46,209.82,56.71,A2_STRIPPER_OUT,10.08,21.92,12.62,61.55,118.14,115.64,116.02,85.0,123.05,124.11,,12.7,16.43,-4.7,3.77,37.24,,27.82,YES,27.16,5.84,4.9,89.37,-1150.0,4.816,7.16
4263,A2-09,Recipe_A,2019-05-16 08:15:01,2019-05-16 11:14:10,179.15,0.34,LINE_2,531.5,38.52,2.08,0.95,329.52,,335.61,,2962.0,205.2,217.9,,117.5,23.58,4.77,104.97,351.0,127.77,173.91,191.56,56.74,A2_STRIPPER_OUT,10.3,23.25,12.72,63.95,118.52,115.83,116.47,85.0,121.87,124.8,,12.55,17.09,-4.77,3.77,38.51,,27.94,YES,27.09,6.47,4.86,89.52,-1160.0,4.816,7.09
4264,A2-10,Recipe_A,2019-05-16 09:59:59,2019-05-16 12:57:51,177.87,0.32,LINE_2,527.0,38.57,2.08,0.95,330.75,,335.23,,2978.0,206.4,218.3,,121.16,23.15,4.78,85.63,355.0,137.88,170.63,208.13,56.62,A2_STRIPPER_OUT,10.25,21.7,12.63,59.73,118.38,115.92,116.07,85.0,121.44,123.47,,13.34,16.6,-4.62,3.77,37.46,,27.94,YES,26.99,0.0,4.82,89.52,-1140.0,4.816,7.12
4265,A2-11,Recipe_A,2019-05-16 11:25:37,2019-05-16 14:04:51,159.23,0.2,LINE_2,529.0,38.48,2.09,0.95,329.57,,335.73,,2922.0,204.0,217.3,,120.23,23.46,4.77,86.72,348.5,127.92,192.57,208.44,56.72,A2_STRIPPER_OUT,10.42,22.83,12.68,63.52,117.89,115.73,118.63,85.0,121.11,122.15,,11.92,17.39,-4.74,3.77,45.18,,26.96,YES,28.05,0.0,4.94,88.39,-1090.0,4.75,7.04
4266,A2-12,Recipe_A,2019-05-16 13:01:37,2019-05-16 15:40:51,159.23,0.6,LINE_2,533.5,38.49,2.12,0.95,334.83,,334.98,,3006.0,208.8,218.4,,116.89,23.11,4.77,71.97,351.0,134.43,193.24,206.29,56.77,A2_STRIPPER_OUT,10.7,22.35,12.63,59.28,118.57,115.4,115.75,85.0,121.82,124.94,,12.91,14.24,-4.74,3.77,45.29,,27.25,YES,27.29,5.6,5.25,89.34,-1080.0,4.7,7.07
4267,A2-13,Recipe_A,2019-05-16 14:13:35,2019-05-16 16:55:48,162.22,0.31,LINE_2,528.5,38.43,2.09,0.95,327.4,,334.98,,2958.0,205.8,218.7,,117.32,22.98,4.96,71.08,355.5,127.03,196.35,207.82,56.77,A2_STRIPPER_OUT,10.52,23.27,12.62,63.45,118.38,115.88,116.24,85.0,123.33,124.86,,13.02,16.79,-4.48,3.77,46.01,,27.45,YES,26.67,5.65,5.28,89.8,-1080.0,4.703,7.1
4268,A2-14,Recipe_A,2019-05-16 15:24:40,2019-05-16 18:50:13,205.55,0.45,LINE_2,526.0,38.43,2.12,0.95,327.2,,335.23,,2978.0,206.8,218.5,,116.99,23.12,4.97,71.85,348.5,137.26,176.3,199.16,56.55,A2_STRIPPER_OUT,10.33,21.75,12.62,59.8,118.42,115.92,116.35,85.0,120.54,124.94,,12.7,17.14,-4.68,3.77,45.63,,26.63,YES,26.45,0.0,5.85,89.47,-1080.0,4.763999999999999,7.13
